Qty;Value;Device;Package;Parts;Description;DESCRIPTION;HEIGHT;MANUFACTURER_NAME;MANUFACTURER_PART_NUMBER;MOUSER_PART_NUMBER;MOUSER_PRICE-STOCK;POPULARITY
20;1734366-1;1734366-1;17343661;J21, J22, J23, J24, J25, J26, J27, J28, J29, J30, J31, J32, J33, J34, J35, J36, J37, J38, J39, J40;USB Connectors 1PORT 4POS VERT T/H USB 2.0 BLACK;USB Connectors 1PORT 4POS VERT T/H USB 2.0 BLACK;15mm;TE Connectivity;1734366-1;571-1734366-1;https://www.mouser.co.uk/ProductDetail/TE-Connectivity/1734366-1?qs=Y377PMEofyC1I8%2FZakOHrA%3D%3D;
